frame,id,bb_left,bb_top,bb_width,bb_height,conf
0,4.0,1288.141,359.726,225.8180000000002,176.56000000000006,0.5
0,3.0,928.162,79.27700000000002,82.27599999999984,66.50799999999998,0.5
0,2.0,1179.7560000000003,101.191,48.68199999999979,54.403999999999996,0.5
0,1.0,882.2629999999999,92.697,55.81100000000015,47.536,0.5
1,4.0,1288.1440719535346,359.71207728087865,225.81585569340996,176.5718470363252,0.5
1,3.0,928.0360565898268,79.31730806681921,82.41189840644302,66.55737088194289,0.5
1,2.0,1179.8074350805016,101.22032846860277,48.626125144629896,54.33434416147604,0.5
1,1.0,882.1391244299906,92.70125791821323,55.845772414489375,47.53148376405295,0.5
2,4.0,1288.3108361473883,359.72328905238976,225.57950151248906,176.47318934781936,0.5
2,3.0,928.035430972591,79.39790676963409,82.38655642064396,66.48382465794825,0.5
2,2.0,1179.812226654907,101.24153651984594,48.60707393958637,54.301633159239884,0.5
2,1.0,882.0290916850685,92.68283654335814,55.94694817072309,47.56762084436626,0.5
3,4.0,1289.2613627123706,361.2217101598077,224.9018173502177,176.30095273738561,0.5
3,3.0,928.2091303599673,79.30564276852908,82.29900824920969,66.68750769083292,0.5
3,2.0,1179.9135860742404,101.30680332688028,48.53707005633396,53.969786465700864,0.5
3,1.0,883.041952858088,92.73448055657981,55.076840901061814,47.40566200486653,0.5
4,4.0,1289.580361394522,361.7927139634068,224.62064918706392,176.2507269429064,0.5
4,3.0,928.1823662527387,79.23730464846943,82.25185950952027,66.89372582303457,0.5
4,2.0,1179.8688547733016,101.48875015552579,48.50545201298064,53.46260530487359,0.5
4,1.0,884.1993900907056,93.0549096535623,53.84619582507571,47.0287449927244,0.5
5,4.0,1288.6263763117697,361.9998695863438,226.868484126956,177.48924729056074,0.5
5,3.0,928.0057023241071,78.25835877449029,83.85457760553845,67.17089933412561,0.5
5,2.0,1179.8498870087299,101.59885773135292,48.49965778758542,53.18853901902378,0.5
5,1.0,884.122029423829,93.06781711966607,53.63057267690715,47.05630655263076,0.5
6,4.0,1289.0373181766251,361.69896003490237,225.90521173610296,177.17538388719151,0.5
6,3.0,927.9016697701604,78.8100725539183,83.29051653663714,67.07163372652391,0.5
6,2.0,1179.0462498226443,101.41709419094454,48.85504376859535,52.85530319819412,0.5
6,1.0,884.34955200093,93.17358050510725,53.2651671125418,46.941885646292945,0.5
7,4.0,1289.4926320553338,361.7936824658351,225.32561411688994,176.8949910491781,0.5
7,3.0,927.9628181569894,78.08760869489463,83.70399199757321,67.50262631321716,0.5
7,2.0,1178.910972217688,101.42757469703176,48.96441435446468,52.53871566178972,0.5
7,1.0,883.734543887536,93.22530227006305,53.302619290182975,46.91993483483074,0.5
8,4.0,1289.742205360511,361.85533209155045,224.8930579257908,176.67215839916952,0.5
8,3.0,927.6795327313648,77.99985748231774,84.74893548751697,67.38062942579094,0.5
8,2.0,1179.6420398250377,101.83297875616267,48.65628530349386,52.517386807161756,0.5
8,1.0,881.6466337848617,93.05420781326552,56.12238123147381,47.816904787333016,0.5
9,4.0,1289.8442266269162,361.74820573198986,224.62353945715404,176.695373288744,0.5
9,3.0,927.2045536454834,77.6203158534178,84.5122829569516,67.18846528091419,0.5
9,2.0,1179.7857956386313,102.09072635500812,48.702834018039084,52.27131612563386,0.5
9,1.0,883.7118862684949,93.15520955823615,54.805905338407,47.503858324169215,0.5
10,4.0,1289.8536579394345,361.7257572440095,224.5242508912238,176.82377994964008,0.5
10,3.0,927.3999863578094,77.55887923357719,83.88267293893705,66.57025659614862,0.5
10,2.0,1179.82551340074,102.14063631773806,48.782940183020855,52.15904783214876,0.5
10,1.0,884.9721124248862,93.35802978315799,53.816904298355894,47.19790475177955,0.5
11,4.0,1289.9043513006466,361.7911011332982,224.47446230971264,176.85150316214265,0.5
11,3.0,927.5339294005705,77.6382956372776,83.49785170907103,66.17162489983752,0.5
11,2.0,1179.8143854312277,102.06343839188341,48.90013965565595,52.28236226614149,0.5
11,1.0,885.1026396704602,93.4469195949657,53.4053063559129,47.10135483612753,0.5
12,4.0,1289.9268479042464,361.9381616494683,224.59735387927867,176.90380661087949,0.5
12,3.0,927.4812327701003,77.75835749429748,83.54528995523901,66.06549487320564,0.5
12,2.0,1179.7429110973235,102.33644825512305,49.03834226529261,52.4863846864567,0.5
12,1.0,888.4360014742957,93.4314144501942,51.97451825216899,46.82519984824002,0.5
13,4.0,1289.8486795108047,361.7883819766446,224.6818252713715,176.90509399036364,0.5
13,3.0,927.9089629661064,79.05271339558894,83.15649582847323,66.22791201947993,0.5
13,2.0,1179.5448672655455,102.46970583441481,49.14540035756636,52.70025190044527,0.5
13,1.0,890.6083320462619,93.7846731622743,50.35726893439141,46.33394275097028,0.5
14,7.0,875.2971743084395,101.46410751389274,39.85069410980918,38.56018974627932,0.5
14,4.0,1289.9538609924225,361.78684661679625,224.6475073109723,176.8289256205556,0.5
14,3.0,928.1126328019238,79.52916409602932,82.90956162924181,66.31530411667833,0.5
14,2.0,1179.413239031988,102.53558144804957,49.24743367542396,52.88345819419233,0.5
14,1.0,891.8902845385686,93.99272061286908,49.08052558903546,46.022098369680236,0.5
15,7.0,875.2228736157905,101.7186247620804,39.249450847360094,38.34864262457131,0.5
15,4.0,1289.8893368419515,361.79248489652923,224.702165820579,176.81126427832032,0.5
15,3.0,928.0573956790597,79.69962205706909,82.78913687362524,66.4159896132681,0.5
15,2.0,1179.3789847937878,102.55767356084203,49.31592871190287,53.03464263157281,0.5
15,1.0,892.5457508827923,94.10609262433381,48.185167447268896,45.82783873051393,0.5
16,7.0,875.079600389471,101.72455240037606,38.86180339643988,38.188017899490674,0.5
16,4.0,1289.745670111994,361.8959159257956,224.72460601250987,176.67882174789378,0.5
16,3.0,928.0850489143049,79.72554968935566,82.62245355577011,66.51954002062129,0.5
16,2.0,1179.4474537355816,102.51314526149095,49.32617137289162,53.046498289529936,0.5
16,1.0,892.7459299016302,93.91697532581115,47.79799578178881,45.82933667448306,0.5
17,4.0,1289.5563835912126,361.71609863052447,224.83739472589195,176.8525047759639,0.5
17,3.0,927.6822210103467,78.32732346283608,82.82324717472397,66.36958783231854,0.5
17,2.0,1179.7231728915706,102.24879633163113,49.04866805481879,52.9343450301036,0.5
17,1.0,884.9136074352004,92.91478862871251,52.79698954676178,47.18085132895608,0.5
18,4.0,1289.397020038293,361.69524687557,224.88557121465374,176.8190452513868,0.5
18,3.0,928.0482794027238,78.3302570847899,83.89673326101001,66.45718916148812,0.5
18,2.0,1179.1058757904166,101.36260266098891,49.21564971865155,52.52019226537173,0.5
18,1.0,884.2180255455495,92.71128194765781,53.300869643368515,47.39271601990119,0.5
19,4.0,1289.3950438464453,361.75828876555363,224.8249669506049,176.82938188779963,0.5
19,3.0,927.931750546936,78.26757579521384,84.74568998764198,66.5691195533528,0.5
19,2.0,1178.7534525055414,101.11422899586161,49.45066629575285,52.44532025816254,0.5
19,1.0,880.7052729877146,92.27325023426896,56.66087728666912,48.09350206371734,0.5
20,4.0,1289.3895280867841,361.7239042332067,224.77151882325506,176.84191572570063,0.5
20,3.0,927.7388460430251,78.11881400445836,85.31070991757929,66.69680479921573,0.5
20,2.0,1179.2262121988035,101.55867864393163,49.25406391019396,52.48694109170388,0.5
