frame,id,bb_left,bb_top,bb_width,bb_height,conf,x,y,z
534,0,1287.4693603515625,149.95562744140625,249.6556396484375,118.50900268554688,0.999832034111023,-1,-1,-1
534,1,1175.3563232421875,80.76919555664062,76.1966552734375,92.26856994628906,0.9997095465660095,-1,-1,-1
534,2,927.670654296875,78.80225372314453,78.06866455078125,66.9293441772461,0.999485969543457,-1,-1,-1
534,3,657.1587524414062,191.51528930664062,150.28057861328125,111.85501098632812,0.9992533326148987,-1,-1,-1
534,4,557.2272338867188,93.95758819580078,105.50140380859375,74.76143646240234,0.999021053314209,-1,-1,-1
534,5,911.8399658203125,92.04991912841797,59.33538818359375,51.976890563964844,0.9988119602203369,-1,-1,-1
534,6,1284.7879638671875,362.9217224121094,230.509033203125,183.06967163085938,0.9987624883651733,-1,-1,-1
534,7,583.2362670898438,421.8934326171875,248.6697998046875,201.953857421875,0.9983459711074829,-1,-1,-1
534,8,893.1080932617188,93.92236328125,50.744384765625,50.19822692871094,0.9979099631309509,-1,-1,-1
534,9,877.6096801757812,107.15404510498047,49.1890869140625,37.162376403808594,0.952530562877655,-1,-1,-1
534,10,574.3675537109375,71.51858520507812,81.93316650390625,67.04518127441406,0.7907640933990479,-1,-1,-1
535,0,1284.7208251953125,150.3025665283203,248.0078125,118.20463562011719,0.9997960925102234,-1,-1,-1
535,1,1175.3560791015625,80.68409729003906,76.1895751953125,92.33735656738281,0.9997287392616272,-1,-1,-1
535,2,927.7615356445312,78.68275451660156,78.00787353515625,67.02847290039062,0.9994795918464661,-1,-1,-1
535,3,656.1781005859375,194.33151245117188,152.33758544921875,114.32968139648438,0.9992197751998901,-1,-1,-1
535,4,557.2077026367188,93.96975708007812,105.4132080078125,74.71157836914062,0.9990600943565369,-1,-1,-1
535,5,911.7333984375,92.1353988647461,59.44317626953125,51.894691467285156,0.9988118410110474,-1,-1,-1
535,6,1284.67138671875,363.0226135253906,230.61328125,183.00607299804688,0.9987776875495911,-1,-1,-1
535,7,580.2890625,430.70001220703125,251.5928955078125,208.0450439453125,0.9980541467666626,-1,-1,-1
535,8,893.0548095703125,94.02987670898438,50.7384033203125,50.09129333496094,0.9978647828102112,-1,-1,-1
535,9,877.6148071289062,107.23898315429688,49.1373291015625,37.0904541015625,0.9513813257217407,-1,-1,-1
535,10,574.3837280273438,71.53662872314453,81.91644287109375,67.01311492919922,0.7912623882293701,-1,-1,-1
536,1,1175.21044921875,80.76651000976562,76.2930908203125,92.05783081054688,0.9997629523277283,-1,-1,-1
536,0,1278.1685791015625,150.99147033691406,250.6348876953125,118.57359313964844,0.9996154308319092,-1,-1,-1
536,2,927.7754516601562,78.65428161621094,78.13299560546875,66.91093444824219,0.9994680285453796,-1,-1,-1
536,3,654.8560791015625,196.6145477294922,155.32257080078125,117.01225280761719,0.9992444515228271,-1,-1,-1
536,4,557.0413818359375,93.78323364257812,105.4417724609375,74.82359313964844,0.9991050362586975,-1,-1,-1
536,6,1284.651123046875,362.7879638671875,230.5804443359375,183.0374755859375,0.9988409876823425,-1,-1,-1
536,5,911.6658935546875,92.04774475097656,59.4442138671875,51.94773864746094,0.998724639415741,-1,-1,-1
536,7,574.0926513671875,444.0072021484375,257.74395751953125,207.94921875,0.9976183772087097,-1,-1,-1
536,9,878.9505615234375,105.90364837646484,48.65008544921875,38.434242248535156,0.9861311912536621,-1,-1,-1
536,10,574.2845458984375,71.20845794677734,82.1053466796875,67.61400604248047,0.8016768097877502,-1,-1,-1
